songId,type,difficulty,noteCounts.tap,noteCounts.hold,noteCounts.slide,noteCounts.touch,noteCounts.break,noteCounts.total,noteDesigner
HECATONCHEIR,dx,master,643,77,133,94,100,1047,隅田川星人
HERA,std,basic,282,10,14,NULL,6,312,-
HERA,std,advanced,476,19,20,NULL,12,527,-
HERA,std,expert,577,45,74,NULL,26,722,ロシェ@ペンギン
HERA,std,master,761,81,106,NULL,83,1031,Revo@LC
HIMITSUスパーク,std,basic,166,15,5,NULL,2,188,-
HIMITSUスパーク,std,advanced,273,24,21,NULL,4,322,-
HIMITSUスパーク,std,expert,441,25,42,NULL,9,517,Techno Kitchen
HIMITSUスパーク,std,master,532,50,79,NULL,7,668,Jack
HOT LIMIT,dx,basic,96,2,1,9,4,112,-
HOT LIMIT,dx,advanced,165,17,9,13,13,217,-
HOT LIMIT,dx,expert,200,38,16,49,20,323,華火職人
HOT LIMIT,dx,master,432,34,30,44,23,563,小鳥遊さん
HUMANBORG,dx,basic,169,17,8,21,4,219,-
HUMANBORG,dx,advanced,287,32,9,29,2,359,-
HUMANBORG,dx,expert,387,124,68,3,32,614,Luxizhel
HUMANBORG,dx,master,651,159,1,186,30,1027,Jack
HYP3RTRIBE,dx,basic,236,18,4,18,7,283,-
HYP3RTRIBE,dx,advanced,362,16,6,26,5,415,-
HYP3RTRIBE,dx,expert,401,119,52,18,18,608,Jack
HYP3RTRIBE,dx,master,673,73,76,54,60,936,Luxizhel
Hainuwele,dx,basic,201,13,4,6,15,239,-
Hainuwele,dx,advanced,348,28,12,26,8,422,-
Hainuwele,dx,expert,501,82,42,32,17,674,Jack
Hainuwele,dx,master,809,58,70,16,77,1030,サファ太 vs 翠楼屋
Halcyon,std,basic,214,12,4,NULL,12,242,-
Halcyon,std,advanced,382,30,18,NULL,16,446,-
Halcyon,std,expert,559,73,65,NULL,23,720,隅田川星人
Halcyon,std,master,849,66,116,NULL,49,1080,ロシアンブラック
Halcyon,dx,basic,105,16,2,26,4,153,-
Halcyon,dx,advanced,304,34,14,47,8,407,-
Halcyon,dx,expert,419,54,63,61,37,634,うさぎランドリー
Halcyon,dx,master,700,53,83,154,17,1007,ぴちネコ
Halfway(>∀<),dx,basic,194,8,6,8,16,232,-
Halfway(>∀<),dx,advanced,314,19,14,22,6,375,-
Halfway(>∀<),dx,expert,347,124,51,26,12,560,はっぴー
Halfway(>∀<),dx,master,602,73,101,72,52,900,アマリリス
Hand in Hand,std,basic,146,18,1,NULL,4,169,-
Hand in Hand,std,advanced,239,13,2,NULL,6,260,-
Hand in Hand,std,expert,336,20,44,NULL,11,411,Revo@LC
Hand in Hand,std,master,441,21,110,NULL,18,590,ロシェ@ペンギン
Heart Beats,std,basic,166,5,2,NULL,7,180,-
Heart Beats,std,advanced,303,18,12,NULL,10,343,-
Heart Beats,std,expert,328,46,30,NULL,12,416,rioN
Heart Beats,std,master,562,48,61,NULL,21,692,Jack
Heartbeats,std,basic,125,24,5,NULL,4,158,-
Heartbeats,std,advanced,253,15,30,NULL,13,311,-
Heartbeats,std,expert,330,22,62,NULL,6,420,はっぴー
Heartbeats,std,master,412,29,61,NULL,30,532,mai-Star
Heavenly Blast,dx,basic,174,19,6,6,9,214,-
Heavenly Blast,dx,advanced,444,15,32,22,22,535,-
Heavenly Blast,dx,expert,581,49,46,49,36,761,小鳥遊さん
Heavenly Blast,dx,master,892,84,71,45,77,1169,The ALiEN
"Hello, Hologram",dx,basic,186,8,6,10,2,212,-
"Hello, Hologram",dx,advanced,280,27,6,15,7,335,-
"Hello, Hologram",dx,expert,382,83,37,16,32,550,はっぴー
"Hello, Hologram",dx,master,570,88,73,66,100,897,ものくろっく
"Help me, ERINNNNNN!!",dx,basic,190,11,6,6,7,220,-
"Help me, ERINNNNNN!!",dx,advanced,297,12,8,42,2,361,-
"Help me, ERINNNNNN!!",dx,expert,471,48,41,8,13,581,Luxizhel
"Help me, ERINNNNNN!!",dx,master,619,48,62,100,85,914,鳩ホルダー
"Help me, ERINNNNNN!!（Band ver.）",std,basic,180,25,7,NULL,6,218,-
"Help me, ERINNNNNN!!（Band ver.）",std,advanced,201,20,18,NULL,2,241,-
"Help me, ERINNNNNN!!（Band ver.）",std,expert,276,61,60,NULL,15,412,はっぴー
"Help me, ERINNNNNN!!（Band ver.）",std,master,383,43,107,NULL,6,539,譜面-100号
"Help me, あーりん！",std,basic,195,38,5,NULL,21,259,-
"Help me, あーりん！",std,advanced,345,46,15,NULL,26,432,-
"Help me, あーりん！",std,expert,347,90,69,NULL,28,534,サファ太
"Help me, あーりん！",std,master,515,68,93,NULL,23,699,某S氏
Her Dream Is To Be A Fantastic Sorceress,std,basic,42,16,2,NULL,2,62,-
Her Dream Is To Be A Fantastic Sorceress,std,advanced,90,26,9,NULL,10,135,-
Her Dream Is To Be A Fantastic Sorceress,std,expert,151,73,39,NULL,4,267,はっぴー
Her Dream Is To Be A Fantastic Sorceress,std,master,88,112,28,NULL,7,235,mai-Star
Horoscope Express,dx,basic,140,14,5,21,1,181,-
Horoscope Express,dx,advanced,296,25,8,14,4,347,-
Horoscope Express,dx,expert,411,71,36,27,14,559,はっぴー
Horoscope Express,dx,master,506,79,81,76,30,772,あまくちジンジャー
How To Make 音ゲ～曲！,dx,basic,206,25,4,7,10,252,-
How To Make 音ゲ～曲！,dx,advanced,341,16,7,28,3,395,-
How To Make 音ゲ～曲！,dx,expert,267,100,79,23,180,649,鳩ホルダー
How To Make 音ゲ～曲！,dx,master,589,54,72,76,63,854,Luxizhel
Hurtling Boys,dx,basic,201,9,4,10,9,233,-
Hurtling Boys,dx,advanced,314,12,6,24,4,360,-
Hurtling Boys,dx,expert,376,92,79,3,59,609,サファ太
Hurtling Boys,dx,master,694,76,92,38,31,931,鳩ホルダー
Hyper Active,std,basic,250,25,11,NULL,6,292,-
Hyper Active,std,advanced,392,32,13,NULL,8,445,-
Hyper Active,std,expert,442,150,54,NULL,14,660,Jack
Hyper Active,std,master,859,78,105,NULL,22,1064,ぴちネコ
I ♥,std,basic,125,5,2,NULL,8,140,-
I ♥,std,advanced,203,11,29,NULL,5,248,-
I ♥,std,expert,231,22,42,NULL,18,313,はっぴー
I ♥,std,master,427,29,39,NULL,14,509,maimai TEAM
I'm with you,dx,basic,61,10,2,8,3,84,-
I'm with you,dx,advanced,145,15,9,18,6,193,-
I'm with you,dx,expert,194,32,30,28,22,306,華火職人
I'm with you,dx,master,233,26,50,44,22,375,シチミヘルツ
IF:U,dx,basic,188,14,8,8,7,225,-
IF:U,dx,advanced,276,20,10,17,4,327,-
IF:U,dx,expert,404,63,46,62,41,616,Jack
IF:U,dx,master,670,32,76,97,74,949,The Dove
IMAWANOKIWA,dx,basic,124,12,6,15,4,161,-
IMAWANOKIWA,dx,advanced,277,30,12,14,2,335,-
IMAWANOKIWA,dx,expert,385,58,44,14,41,542,鳩ホルダー
IMAWANOKIWA,dx,master,608,158,70,21,28,885,アマリリス
IMBRUED:FLUX,dx,basic,177,8,10,9,4,208,-
IMBRUED:FLUX,dx,advanced,302,10,11,14,4,341,-
IMBRUED:FLUX,dx,expert,377,66,39,53,43,578,サファ太
IMBRUED:FLUX,dx,master,661,60,101,82,39,943,きょむりん vs Luxizhel
INFINITE WORLD,std,basic,180,9,6,NULL,4,199,-
INFINITE WORLD,std,advanced,291,17,21,NULL,24,353,-
INFINITE WORLD,std,expert,361,62,53,NULL,32,508,サファ太
INFINITE WORLD,std,master,488,44,98,NULL,31,661,某S氏
INFiNiTE ENERZY -Overdoze-,dx,basic,201,11,4,14,7,237,-
INFiNiTE ENERZY -Overdoze-,dx,advanced,272,10,4,46,4,336,-
INFiNiTE ENERZY -Overdoze-,dx,expert,514,8,66,22,49,659,はっぴー
INFiNiTE ENERZY -Overdoze-,dx,master,692,40,51,4,62,849,Jack vs サファ太
INTERNET OVERDOSE,dx,basic,133,16,6,12,4,171,-
INTERNET OVERDOSE,dx,advanced,273,35,6,29,13,356,-
INTERNET OVERDOSE,dx,expert,328,78,36,61,35,538,ロシェ@ペンギン
INTERNET OVERDOSE,dx,master,517,78,109,13,105,822,サファ太
INTERNET YAMERO,dx,basic,171,19,6,20,6,222,-
INTERNET YAMERO,dx,advanced,303,42,10,21,13,389,-
INTERNET YAMERO,dx,expert,426,135,18,76,44,699,鳩ホルダー
INTERNET YAMERO,dx,master,489,79,91,48,40,747,緑風 犬三郎
INTERNET YAMERO,dx,remaster,560,55,127,133,200,1075,サファ太
Idoratrize World,dx,basic,149,11,4,7,8,179,-
Idoratrize World,dx,advanced,282,16,14,28,2,342,-
Idoratrize World,dx,expert,354,51,56,27,37,525,Luxizhel
Idoratrize World,dx,master,487,51,130,41,52,761,鳩ホルダー
Ignis Danse,std,basic,125,8,8,NULL,3,144,-
Ignis Danse,std,advanced,265,14,17,NULL,17,313,-
Ignis Danse,std,expert,538,64,10,NULL,31,643,はっぴー
Ignis Danse,std,master,779,17,104,NULL,99,999,はっぴー
Ignite Infinity,std,basic,81,5,5,NULL,6,97,-
Ignite Infinity,std,advanced,116,45,8,NULL,5,174,-
Ignite Infinity,std,expert,174,49,76,NULL,2,301,譜面-100号
Ignite Infinity,std,master,231,55,43,NULL,6,335,ニャイン
Imitation:Loud Lounge,std,basic,173,6,10,NULL,5,194,-
Imitation:Loud Lounge,std,advanced,288,12,19,NULL,4,323,-
Imitation:Loud Lounge,std,expert,417,58,81,NULL,5,561,rioN
Imitation:Loud Lounge,std,master,468,60,96,NULL,13,637,Techno Kitchen
Imitation:Loud Lounge,dx,basic,114,10,4,14,2,144,-
Imitation:Loud Lounge,dx,advanced,223,12,6,26,3,270,-
Imitation:Loud Lounge,dx,expert,343,67,68,17,10,505,Luxizhel
Imitation:Loud Lounge,dx,master,522,65,52,51,35,725,サファ太
Imperishable Night 2006 (2016 Refine),std,basic,197,11,3,NULL,15,226,-
Imperishable Night 2006 (2016 Refine),std,advanced,399,36,10,NULL,3,448,-
Imperishable Night 2006 (2016 Refine),std,expert,528,56,34,NULL,44,662,サファ太
Imperishable Night 2006 (2016 Refine),std,master,862,26,94,NULL,61,1043,シチミヘルツ
In Chaos,std,basic,135,2,4,NULL,1,142,-
In Chaos,std,advanced,200,10,8,NULL,3,221,-
In Chaos,std,expert,320,1,3,NULL,2,326,譜面-100号
In Chaos,std,master,328,28,17,NULL,7,380,ニャイン
In Chaos,std,remaster,768,0,97,NULL,15,880,チャン@DP皆伝
In my world (Prod. KOTONOHOUSE),dx,basic,99,11,4,19,2,135,-
In my world (Prod. KOTONOHOUSE),dx,advanced,235,20,18,28,5,306,-
In my world (Prod. KOTONOHOUSE),dx,expert,310,52,38,5,24,429,アマリリス
In my world (Prod. KOTONOHOUSE),dx,master,530,37,110,52,14,743,Jack
Infantoon Fantasy,std,basic,270,20,10,NULL,8,308,-
Infantoon Fantasy,std,advanced,335,40,31,NULL,12,418,-
Infantoon Fantasy,std,expert,511,33,83,NULL,8,635,某S氏
Infantoon Fantasy,std,master,840,25,128,NULL,46,1039,ぴちネコ
Invitation,std,basic,155,12,9,NULL,6,182,-
Invitation,std,advanced,357,8,19,NULL,6,390,-
Invitation,std,expert,491,29,39,NULL,9,568,rioN
Invitation,std,master,720,21,68,NULL,25,834,某S氏
Irresistible,dx,basic,112,10,7,8,2,139,-
Irresistible,dx,advanced,244,28,13,20,3,308,-
Irresistible,dx,expert,344,41,42,5,22,454,翠楼屋
Irresistible,dx,master,593,25,81,56,27,782,Jack
I’m Here (feat. Merry Kirk-Holmes),dx,basic,132,12,8,16,3,171,-
I’m Here (feat. Merry Kirk-Holmes),dx,advanced,264,22,12,14,4,316,-
I’m Here (feat. Merry Kirk-Holmes),dx,expert,359,78,34,22,38,531,サファ太
I’m Here (feat. Merry Kirk-Holmes),dx,master,538,32,118,12,41,741,はっぴー
JACKY [Remix],std,basic,107,5,3,NULL,4,119,-
JACKY [Remix],std,advanced,137,12,12,NULL,9,170,-
JACKY [Remix],std,expert,270,26,8,NULL,14,318,譜面-100号
JACKY [Remix],std,master,298,3,73,NULL,12,386,ニャイン
JACKY [Remix],std,remaster,424,17,59,NULL,46,546,すきやき奉行
JIGOKU STATION CENTRAL GATE,dx,basic,227,9,4,6,4,250,-
JIGOKU STATION CENTRAL GATE,dx,advanced,326,14,12,26,12,390,-
JIGOKU STATION CENTRAL GATE,dx,expert,447,59,72,6,40,624,サファ太
JIGOKU STATION CENTRAL GATE,dx,master,725,72,110,56,55,1018,鳩ホルダー
JUMPIN' JUMPIN',std,basic,108,18,8,NULL,5,139,-
JUMPIN' JUMPIN',std,advanced,227,31,24,NULL,13,295,-
JUMPIN' JUMPIN',std,expert,291,68,58,NULL,20,437,mai-Star
JUMPIN' JUMPIN',std,master,433,29,93,NULL,36,591,mai-Star
Jack-the-Ripper◆,std,basic,151,25,5,NULL,10,191,-
Jack-the-Ripper◆,std,advanced,436,7,10,NULL,14,467,-
Jack-the-Ripper◆,std,expert,451,88,44,NULL,27,610,mai-Star
Jack-the-Ripper◆,std,master,741,85,94,NULL,13,933,Jack
Jimang Shot,std,basic,204,18,10,NULL,6,238,-
Jimang Shot,std,advanced,353,10,7,NULL,8,378,-
Jimang Shot,std,expert,378,48,56,NULL,16,498,ロシェ@ペンギン
Jimang Shot,std,master,504,44,149,NULL,13,710,Jack
Jouez Avec Moi?,dx,basic,123,16,8,17,2,166,-
Jouez Avec Moi?,dx,advanced,248,16,18,21,9,312,-
Jouez Avec Moi?,dx,expert,420,39,67,31,9,566,はっぴー
Jouez Avec Moi?,dx,master,637,70,86,73,40,906,小鳥遊さん
Jumble Rumble,std,basic,274,8,8,NULL,5,295,-
Jumble Rumble,std,advanced,415,21,13,NULL,8,457,-
Jumble Rumble,std,expert,595,22,70,NULL,15,702,Revo@LC
Jumble Rumble,std,master,949,9,90,NULL,33,1081,某S氏
Jump!! Jump!! Jump!!,dx,basic,120,15,4,14,3,156,-
Jump!! Jump!! Jump!!,dx,advanced,253,43,11,17,14,338,-
Jump!! Jump!! Jump!!,dx,expert,328,64,20,62,6,480,サファ太
Jump!! Jump!! Jump!!,dx,master,352,61,90,59,12,574,ロシェ@ペンギン
Just Be Friends,std,basic,183,6,6,NULL,4,199,-
Just Be Friends,std,advanced,317,42,18,NULL,6,383,-
Just Be Friends,std,expert,342,50,60,NULL,2,454,はっぴー
Just Be Friends,std,master,652,45,107,NULL,8,812,Revo@LC
Justified,std,basic,184,16,7,NULL,4,211,-
Justified,std,advanced,378,26,22,NULL,14,440,-
Justified,std,expert,460,49,87,NULL,14,610,Jack
Justified,std,master,658,41,131,NULL,42,872,Jack
Jörqer,dx,basic,141,11,3,12,3,170,-
Jörqer,dx,advanced,231,38,8,30,6,313,-
Jörqer,dx,expert,449,75,24,42,19,609,Jack
Jörqer,dx,master,616,27,63,75,22,803,シチミヘルツ
KHYMΞXΛ,dx,basic,246,13,4,7,12,282,-
KHYMΞXΛ,dx,advanced,342,21,12,22,8,405,-
KHYMΞXΛ,dx,expert,402,73,21,24,91,611,はっぴー
KHYMΞXΛ,dx,master,672,84,56,19,150,981,鳩サファzhel
KILLER B,dx,basic,97,8,2,14,7,128,-
KILLER B,dx,advanced,157,36,6,23,4,226,-
KILLER B,dx,expert,299,55,40,44,25,463,小鳥遊さん
KILLER B,dx,master,482,29,69,68,3,651,はっぴー
KING,dx,basic,103,13,3,8,6,133,-
KING,dx,advanced,242,12,11,36,8,309,-
KING,dx,expert,382,48,34,30,28,522,はっぴー
KING,dx,master,572,57,86,27,27,769,サファ太
KING is BACK!!,std,basic,232,12,2,NULL,8,254,-
KING is BACK!!,std,advanced,298,50,26,NULL,12,386,-
KING is BACK!!,std,expert,391,33,56,NULL,44,524,某S氏
KING is BACK!!,std,master,786,22,136,NULL,111,1055,Revo@LC
KISS CANDY FLAVOR,std,basic,184,6,6,NULL,7,203,-
KISS CANDY FLAVOR,std,advanced,274,22,13,NULL,14,323,-
KISS CANDY FLAVOR,std,expert,397,61,30,NULL,33,521,ぴちネコ
KISS CANDY FLAVOR,std,master,558,39,119,NULL,14,730,Moon Strix
KONNANじゃないっ！,std,basic,109,4,13,NULL,4,130,-
KONNANじゃないっ！,std,advanced,171,16,11,NULL,18,216,-
KONNANじゃないっ！,std,expert,245,33,17,NULL,19,314,mai-Star
KONNANじゃないっ！,std,master,370,33,69,NULL,20,492,譜面-100号
Kairos,dx,basic,121,11,4,16,4,156,-
Kairos,dx,advanced,262,30,6,16,6,320,-
Kairos,dx,expert,287,60,27,23,21,418,サファ太
Kairos,dx,master,430,64,55,25,17,591,Jack
Kattobi KEIKYU Rider,std,basic,264,26,8,NULL,6,304,-
Kattobi KEIKYU Rider,std,advanced,401,81,31,NULL,24,537,-
Kattobi KEIKYU Rider,std,expert,649,116,45,NULL,18,828,はっぴー
Kattobi KEIKYU Rider,std,master,510,85,184,NULL,65,844,玉子豆腐
Kinda Way,std,basic,168,8,8,NULL,4,188,-
Kinda Way,std,advanced,331,13,25,NULL,6,375,-
Kinda Way,std,expert,351,41,57,NULL,17,466,はっぴー
Kinda Way,std,master,597,20,78,NULL,30,725,すきやき奉行
Kiss Me Kiss,dx,basic,97,15,7,4,2,125,-
Kiss Me Kiss,dx,advanced,283,12,21,8,4,328,-
Kiss Me Kiss,dx,expert,292,106,37,41,8,484,はっぴー
Kiss Me Kiss,dx,master,522,80,77,27,13,719,Jack
Knight Rider,dx,basic,207,10,4,8,3,232,-
Knight Rider,dx,advanced,373,4,10,28,6,421,-
Knight Rider,dx,expert,378,94,55,17,29,573,カマボコ君
Knight Rider,dx,master,569,38,175,59,35,876,ロシェ@ペンギン
Komplexe,dx,basic,105,10,3,17,2,137,-
Komplexe,dx,advanced,147,48,17,19,2,233,-
Komplexe,dx,expert,317,46,48,8,29,448,華火職人
Komplexe,dx,master,596,95,63,39,19,812,シチミヘルツ
L'épilogue,std,basic,134,20,14,NULL,4,172,-
L'épilogue,std,advanced,275,19,24,NULL,16,334,-
L'épilogue,std,expert,366,52,49,NULL,14,481,mai-Star
L'épilogue,std,master,654,31,60,NULL,18,763,mai-Star
L4TS:2018 (feat. あひる & KTA),std,basic,125,16,8,NULL,4,153,-
L4TS:2018 (feat. あひる & KTA),std,advanced,211,25,18,NULL,7,261,-
L4TS:2018 (feat. あひる & KTA),std,expert,297,38,63,NULL,22,420,玉子豆腐
L4TS:2018 (feat. あひる & KTA),std,master,391,23,124,NULL,36,574,サファ太
L9,std,basic,176,2,4,NULL,4,186,-
L9,std,advanced,336,26,14,NULL,5,381,-
L9,std,expert,506,21,33,NULL,7,567,Revo@LC vs Jack
L9,std,master,676,36,114,NULL,9,835,ロシェ@ペンギン
LAMIA,dx,basic,212,17,7,21,7,264,-
LAMIA,dx,advanced,306,34,4,16,3,363,-
LAMIA,dx,expert,483,64,33,35,144,759,鳩ホルダー
LAMIA,dx,master,712,65,67,56,99,999,譜面ボーイズからの挑戦状
LANCE,std,basic,198,8,2,NULL,4,212,-
LANCE,std,advanced,297,24,17,NULL,16,354,-
LANCE,std,expert,485,44,51,NULL,9,589,Jack
LANCE,std,master,704,28,109,NULL,14,855,mai-Star
LANCE,dx,basic,168,11,4,6,5,194,-
LANCE,dx,advanced,290,15,6,26,8,345,-
LANCE,dx,expert,373,56,38,18,17,502,Luxizhel
LANCE,dx,master,644,54,67,42,53,860,サファ太
LOL -lots of laugh-,std,basic,178,6,6,NULL,4,194,-
LOL -lots of laugh-,std,advanced,304,10,16,NULL,3,333,-
LOL -lots of laugh-,std,expert,318,53,67,NULL,5,443,Jack
LOL -lots of laugh-,std,master,428,24,130,NULL,7,589,rioN
LOSE CONTROL,dx,basic,103,4,4,8,6,125,-
LOSE CONTROL,dx,advanced,175,48,11,33,7,274,-
LOSE CONTROL,dx,expert,300,43,32,65,54,494,ぴちネコ
LOSE CONTROL,dx,master,390,19,139,50,17,615,はっぴー
LOSTPHANTASIA,dx,basic,107,13,4,6,3,133,-
LOSTPHANTASIA,dx,advanced,182,18,10,21,4,235,-
LOSTPHANTASIA,dx,expert,206,58,25,19,21,329,鳩ホルダー
LOSTPHANTASIA,dx,master,362,61,68,25,33,549,サファ太
LOVE EAST,std,basic,197,16,5,NULL,5,223,-
LOVE EAST,std,advanced,287,35,13,NULL,9,344,-
LOVE EAST,std,expert,341,50,47,NULL,20,458,サファ太
LOVE EAST,std,master,421,69,137,NULL,46,673,LabiLabi
LUCIA,std,basic,123,9,7,NULL,3,142,-
LUCIA,std,advanced,177,22,11,NULL,9,219,-
LUCIA,std,expert,269,82,44,NULL,15,410,はっぴー
LUCIA,std,master,416,24,77,NULL,17,534,mai-Star
LUCIA,std,remaster,572,44,49,NULL,33,698,サファ太
Last Brave ～ Go to zero,std,basic,225,15,2,NULL,5,247,-
Last Brave ～ Go to zero,std,advanced,367,24,12,NULL,8,411,-
Last Brave ～ Go to zero,std,expert,442,58,55,NULL,30,585,ロシェ@ペンギン
Last Brave ～ Go to zero,std,master,668,45,106,NULL,22,841,Jack
Last Kingdom,dx,basic,157,13,6,15,15,206,-
Last Kingdom,dx,advanced,261,21,8,29,8,327,-
Last Kingdom,dx,expert,452,74,37,9,60,632,サファ太
Last Kingdom,dx,master,562,98,64,53,74,851,Luxizhel
Last Samurai,dx,basic,126,13,4,23,6,172,-
Last Samurai,dx,advanced,303,14,22,38,12,389,-
Last Samurai,dx,expert,154,36,44,6,7,247,はっぴー
Last Samurai,dx,master,290,42,105,8,4,449,サファ太
Latent Kingdom,dx,basic,205,18,9,29,8,269,-
Latent Kingdom,dx,advanced,377,30,12,17,4,440,-
Latent Kingdom,dx,expert,530,99,39,46,68,782,Luxizhel
Latent Kingdom,dx,master,984,45,124,64,154,1371,Safata.GHz
Leave All Behind,dx,basic,127,11,4,13,5,160,-
Leave All Behind,dx,advanced,214,15,8,28,4,269,-
Leave All Behind,dx,expert,285,46,38,26,38,433,鳩ホルダー
Leave All Behind,dx,master,501,39,48,60,36,684,Luxizhel
Let you DIVE!,dx,basic,106,5,10,14,1,136,-
Let you DIVE!,dx,advanced,220,28,12,56,8,324,-
Let you DIVE!,dx,expert,405,46,16,23,32,522,翠楼屋
Let you DIVE!,dx,master,391,53,67,46,39,596,じゃこレモン
Let's Go Away,std,basic,141,9,5,NULL,2,157,-
Let's Go Away,std,advanced,239,44,10,NULL,18,311,-
Let's Go Away,std,expert,398,45,31,NULL,6,480,某S氏
Let's Go Away,std,master,377,37,117,NULL,94,625,チャン@DP皆伝
Let's ミクササイズ！！,dx,basic,244,17,8,14,4,287,-
Let's ミクササイズ！！,dx,advanced,372,16,13,27,10,438,-
Let's ミクササイズ！！,dx,expert,657,70,27,19,97,870,サファ太
Let's ミクササイズ！！,dx,master,817,69,142,21,62,1111,はっぴー
Lia=Fail,dx,basic,181,12,2,8,7,210,-
Lia=Fail,dx,advanced,389,19,16,25,9,458,-
Lia=Fail,dx,expert,514,51,67,38,27,697,Jack
Lia=Fail,dx,master,827,47,118,20,4,1016,-ZONE-Phoenix
Life Feels Good,std,basic,158,10,4,NULL,5,177,-
Life Feels Good,std,advanced,288,23,18,NULL,17,346,-
Life Feels Good,std,expert,466,29,31,NULL,36,562,mai-Star
Life Feels Good,std,master,594,17,72,NULL,10,693,某S氏
LiftOff,dx,basic,91,29,9,16,1,146,-
LiftOff,dx,advanced,342,11,16,9,10,388,-
LiftOff,dx,expert,376,67,52,113,11,619,隅田川星人
LiftOff,dx,master,605,48,78,23,13,767,シチミヘルツ
Lights of Muse,dx,basic,99,10,4,7,6,126,-
Lights of Muse,dx,advanced,229,12,10,22,10,283,-
Lights of Muse,dx,expert,342,64,23,12,19,460,きょむりん
Lights of Muse,dx,master,498,25,91,7,31,652,カマボコ君
Like the Wind [Reborn],std,basic,176,11,8,NULL,11,206,-
Like the Wind [Reborn],std,advanced,320,20,4,NULL,18,362,-
Like the Wind [Reborn],std,expert,475,22,15,NULL,27,539,譜面-100号
Like the Wind [Reborn],std,master,535,20,70,NULL,54,679,ニャイン
Limit Break,std,basic,217,8,4,NULL,7,236,-
Limit Break,std,advanced,293,18,28,NULL,26,365,-
Limit Break,std,expert,254,53,117,NULL,39,463,玉子豆腐
Limit Break,std,master,589,21,95,NULL,50,755,某S氏
Limit Break,std,remaster,639,46,75,NULL,65,825,サファ太
Limits,dx,basic,135,22,6,20,1,184,-
Limits,dx,advanced,243,15,26,24,6,314,-
Limits,dx,expert,321,53,59,29,14,476,翠楼屋
Limits,dx,master,455,108,144,59,20,786,ロシアンブラック
Link,std,basic,110,5,4,NULL,5,124,-
Link,std,advanced,145,19,7,NULL,3,174,-
Link,std,expert,253,31,23,NULL,7,314,はっぴー
Link,std,master,208,14,73,NULL,13,308,mai-Star
Link,std,remaster,322,29,84,NULL,40,475,じゃこレモン
Link (2),std,basic,269,4,2,NULL,3,278,-
Link (2),std,advanced,282,26,17,NULL,12,337,-
Link (2),std,expert,367,28,22,NULL,8,425,はっぴー
Link (2),std,master,485,57,60,NULL,11,613,某S氏
Lionheart,std,basic,108,15,4,NULL,2,129,-
Lionheart,std,advanced,159,14,5,NULL,4,182,-
Lionheart,std,expert,248,22,14,NULL,11,295,はっぴー
Lionheart,std,master,383,4,61,NULL,16,464,チャン@DP皆伝
"Little ""Sister"" Bitch",dx,basic,157,13,4,17,5,196,-
"Little ""Sister"" Bitch",dx,advanced,267,14,7,50,20,358,-
"Little ""Sister"" Bitch",dx,expert,342,83,39,84,25,573,華火職人
"Little ""Sister"" Bitch",dx,master,644,25,98,66,33,866,チャン@DP皆伝
Live & Learn,std,basic,98,18,6,NULL,6,128,-
Live & Learn,std,advanced,212,19,18,NULL,6,255,-
Live & Learn,std,expert,327,51,44,NULL,21,443,Jack
Live & Learn,std,master,484,39,62,NULL,75,660,Techno Kitchen
Lividi,std,basic,194,11,6,NULL,7,218,-
Lividi,std,advanced,373,32,30,NULL,8,443,-
Lividi,std,expert,481,62,74,NULL,12,629,Jack
Lividi,std,master,822,52,101,NULL,8,983,Moon Strix
Living Universe,std,basic,56,9,3,NULL,6,74,-
Living Universe,std,advanced,137,24,6,NULL,2,169,-
Living Universe,std,expert,116,45,19,NULL,12,192,ニャイン
Living Universe,std,master,150,45,37,NULL,7,239,某S氏
Living Universe,std,remaster,375,24,73,NULL,23,495,rioN
Lost Desire,dx,basic,140,15,11,21,4,191,-
Lost Desire,dx,advanced,293,21,22,22,26,384,-
Lost Desire,dx,expert,372,69,49,7,77,574,翠楼屋
Lost Desire,dx,master,648,75,93,8,102,926,じゃこレモン
Lost Princess,std,basic,87,14,6,NULL,2,109,-
Lost Princess,std,advanced,152,17,15,NULL,12,196,-
Lost Princess,std,expert,247,16,40,NULL,11,314,Jack
Lost Princess,std,master,276,15,75,NULL,6,372,緑風 犬三郎
Lost Princess,std,remaster,249,36,70,NULL,13,368,某S氏
Love Kills U,dx,basic,102,24,4,16,14,160,-
Love Kills U,dx,advanced,276,20,8,28,6,338,-
Love Kills U,dx,expert,396,54,34,10,19,513,アマリリス
Love Kills U,dx,master,469,63,42,72,130,776,鳩ホルダー
Love You,std,basic,91,33,4,NULL,2,130,-
Love You,std,advanced,150,23,21,NULL,4,198,-
Love You,std,expert,104,61,16,NULL,3,184,譜面-100号
Love You,std,master,91,51,51,NULL,5,198,ニャイン
Love or Lies,std,basic,91,6,5,NULL,3,105,-
Love or Lies,std,advanced,165,6,9,NULL,10,190,-
Love or Lies,std,expert,207,43,6,NULL,7,263,譜面-100号
Love or Lies,std,master,279,38,21,NULL,15,353,ニャイン
Love's Theme of BADASS ～バッド・アス 愛のテーマ～,dx,basic,240,13,6,15,5,279,-
Love's Theme of BADASS ～バッド・アス 愛のテーマ～,dx,advanced,348,21,12,34,40,455,-
Love's Theme of BADASS ～バッド・アス 愛のテーマ～,dx,expert,499,27,125,38,55,744,はっぴー
